name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Metropolitan Center for Mental Health,,336 Central Park West,,New York,10025,212-864-3666,,40.790379,-73.966216,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Epilepsy Institute,DBA Epilepsy Foundation Counseling Ctr,65 Broadway Street,5th Floor Suite 505,New York,10006,212-677-8550-14,http://www.efmny.org,40.707203,-74.012444,,1,1,1,,1,,,,,,,1,1,1,,,,
HELP MMTP Clinic Unit II OTP,,2367-2369 2nd Avenue,1st and 2nd Floors,New York,10035,(212) 876-2300,http://www.harlemeastlifeplan.com,40.800674,-73.935513,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,
Joan And Sanford Weill Med Clge OP,,56 West 45th Street,,New York,10036,212-746-5917,,40.7561774,-73.9818506,1,,,,,,,1,,,,,1,1,,,1,,1
Project Renewal,Recovery Center,8 East 3rd Street,,New York,10003,212-533-8400x144,http://www.projectrenewal.org,40.7258592,-73.9910064,1,,,1,,,1,1,1,1,1,,1,1,,,1,,
Fifth Avenue Counseling Center Inc,,50 West 23rd Street,9th Floor,New York,10010,212-989-2990,http://www.tfacc.org,40.742214,-73.991797,,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,
Samaritan Day Top Village,,1915 Forest Avenue,,Staten Island,10303,718-981-3136,,40.6259008,-74.1527961,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,
Bronx/Lebanon Hospital Center,Inpatient Psychiatric Unit,1265 Franklin Avenue,,Bronx,10456,718-579-7385,http://www.Bronxcare.org/,40.831154,-73.903041,,1,1,1,1,1,1,,,1,,1,1,1,1,1,,1,
NYC H/H Kings County Hospital Center,Partial Hospitalization Program KCHC,451 Clarkson Avenue,"R Building, 3rd Floor",Brooklyn,11203,718-245-4956,http://www.nyc.gov/html/hhc/kchc,40.6567192,-73.9461696,,,,1,,1,1,1,,1,,,1,1,1,1,1,1,
Brightpoint Health,Bronx Health Center,1543-1545 Inwood Avenue,,Bronx,10452,855-681-8700,http://www.brightpointhealth.org,40.844161,-73.916634,,,1,1,,1,,,,,,,1,1,1,,,,
Interline EAP Program OP,,148-41 Hillside Avenue,Suite A,Jamaica,11435,718-206-1368,http://www.interlinetreatment.com,40.706599,-73.807667,1,,,1,1,1,,,,,1,,1,1,1,,,,
Inwood Community Services Inc OP,,651 Academy Street,3rd Floor,New York,10034,212-942-0043x132,http://www.inwoodcs.org,40.866027,-73.924709,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Outreach Development Corp OP 2,,960 Manhattan Avenue,2nd and 3rd Floor,Brooklyn,11222,718-383-7200,http://www.opiny.org,40.73206,-73.954233,,,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
Queens Village Comm for MH for,JCAP Inc,116-30 Sutphin Boulevard,,Jamaica,11434,718-322-2500-619,http://www.jcapprorams.com,40.681947,-73.792813,1,,1,1,,1,,1,,1,1,,1,1,,1,1,,1
Arms Acres Inc,Outpatient Clinic,3584 Jerome Avenue,,Bronx,10467,718-653-1537,http://www.armsacres.com,40.8849522961844,-73.8795266291975,1,,1,1,1,1,1,,,,,1,1,1,1,1,,,
Arms Acres Inc,Outpatient Clinic,80-02 Kew Gardens Road,7th Floor,Kew Gardens,11415,718-520-1513,http://www.armsacres.com,40.713723,-73.831054,1,,,1,1,1,,1,,,1,1,1,1,1,1,1,,
Bridge Back to Life Center Inc,,1688 Victory Boulevard,,Staten Island,10314,718-447-5700,http://www.bridgebacktolife.com,40.6132302955284,-74.1200927219545,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Bridge Back to Life Center Inc,,175 Remsen Street,10th Floor Suite 1010,Brooklyn,11201,718-852-5552,http://www.bridgebacktolife.com,40.693404,-73.991547,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,
Bridge Back to Life Center Inc,,3044 Coney Island Avenue,3rd Floor,Brooklyn,11235,718-265-4200-113,http://www.bridgebacktolife.com,40.582129,-73.96032,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Kingsboro Addiction Treatment Center,Chemical Dep Inpatient Rehab Prog,754 Lexington Avenue,,Brooklyn,11221,718-453-3200,http://www.oasas.ny.gov,40.689967,-73.928811,1,,,1,,1,,,,,1,,1,1,,1,,1,1
Visiting Nurse Service of New York,Manhattan Geriatric Outreach,148 West 125th Street,Floor 4,New York,10027,212-609-7788,,40.8084602,-73.9477766,,,,,,,,,,,,,,,1,,,,
Upper Manhattan Mental Health Center,Chemical Dependency Services,1727 Amsterdam Avenue,,New York,10031,212-694-9200,http://www.bowencsc.org,40.8255358,-73.9469073,1,,1,1,,,,,,,,,1,1,,,,,
Staten Island Mental Hlth Society Inc,Family Support Program,444 Saint Marks Place,,Staten Island,10301,718-720-6727,http://www.simhs.org,40.638736,-74.077633,1,1,,1,1,1,1,,,,,1,1,1,,1,,,
VERTEX OP,,1080 East Gun Hill Road,,Bronx,10469,718-653-1117,http://www.vertexoutpatient.com,40.873809,-73.856139,1,,,1,,,,1,,,1,1,,1,,,1,,
Advanced Center for Psychotherapy Inc,Adv Ctr Psychotherapy Jamaica Esates,178-10 Wexford Terrace,,Jamaica,11432,718-658-1123,,40.712856,-73.785093,,1,1,1,,1,,,,,,1,1,1,1,1,,,
VIP Community Services,Womens Residence,716 Fairmount Place,,Bronx,10457,718-731-3500,http://www.vipservices.org,40.8438942,-73.8916354,,,1,1,,1,,,1,1,1,,1,1,,1,,,1
Harlem Hospital Center,Chem Dep Med Supervised Detox Unit,506 Lenox Avenue 135th Street,9TH FLOOR,New York,10037,212-939-3150,http://www.ci.nyc.ny.us/html/hhc/home.html,40.812167,-73.936246,1,,1,1,1,1,,,,,,,1,1,1,1,,1,
League School,Joan Fenichel Therapeutic Nursery,470 Vanderbilt Avenue,3rd Floor,Brooklyn,11238,718-643-5300,http://www.leaguecenter.org,40.683077,-73.96802,,1,,1,1,1,,,,,,1,1,1,1,,,,
Allied Service Center NYC OP,Casa Washington Heights,2036 Amsterdam Avenue,Ground Floor,New York,10032,212-645-0875x700,http://www.ascnyc.org,40.8352209,-73.9405696,1,,,1,,1,,,,1,,,1,1,,,,,
Montefiore Medical Center,Clinic 3 OTP,2058 Jerome Avenue,1st and 2nd Floors,Bronx,10453,917-564-8735,http://www.montefiore.org,40.854142,-73.9070578,1,,1,1,,1,,,,1,,,1,1,,1,,,
Create Inc,Residential Intensive CD Services,121-123 West 111th Street,,New York,10026,212-678-4990-200,http://www.createinc.org,40.79959,-73.953219,1,,,1,,,1,1,,1,1,,1,1,,,1,,1
Beth Israel Medical Center,MMTP Clinic 2,103 East 125th Street,4th Floor,New York,10035,212-774-3200,http://www.wehealny.org,40.805146,-73.938492,1,1,,1,1,1,1,,1,1,1,,1,1,1,,,,
VIP Community Services,Opioid Treatment Program,1910 Arthur Avenue,1st and 7th Floor,Bronx,10457,718-583-5150-8954,http://www.vipcommunityservices.org,40.845502,-73.893033,1,,1,1,,,1,1,1,1,1,,1,1,,,1,,
Cylar House Behavioral Health Clinic,Housing Works Mental Health Clinic,743-749 East 9th Street,,New York,10009,212-677-7999x4202,http://www.housingworks.org,40.7246181,-73.9759485,,,1,1,,1,,,,1,,,1,1,1,1,,,
Zucker Hillside Hospital,,270-05 76th Avenue,,New Hyde Park,11040,718-470-7000,http://www.lij.edu,40.7532584,-73.7072296,,,1,1,,1,1,,,,,1,1,1,1,1,,1,
Freedom Institute Inc,OP Substance Abuse and Family Trt,515 Madison Avenue,Suite 13-A,New York,10022,212-838-0044,http://www.freedominstitute.org,40.7597267,-73.973744,,,,,,1,,,,,,1,,1,,,,,
Mt Sinai Beth Israel Medical Center,MMD,Bernstein Pavillion,10 Nathan D Perlman Place,New York,10003,212-420-4266,http://www.wehealny.org/servic,40.7322535,-73.9874105,1,,,,,,,,,,,,1,1,,,,1,
Bridge Back to Life Center Inc,,1688 Victory Boulevard,,Staten Island,10314,718-447-5700,http://www.bridgebacktolife.com,40.6132302955284,-74.1200927219545,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Bridge Back to Life Center Inc,,175 Remsen Street,10th Floor Suite 1010,Brooklyn,11201,718-852-5552,http://www.bridgebacktolife.com,40.693404,-73.991547,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,
Bridge Back to Life Center Inc,,3044 Coney Island Avenue,3rd Floor,Brooklyn,11235,718-265-4200-113,http://www.bridgebacktolife.com,40.582129,-73.96032,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Wellness Center at Waters Place OMM,,1510 Waters Place,,Bronx,10461,718-409-9450,,40.845941,-73.840885,1,,,1,,,,,,1,,,1,1,,,,,
Richmond Medical Ctr/DBA Richmond UMC,SI/CDT Program,75 Vanderbilt Avenue,3rd floor,Staten Island,10304,718-818-5302,http://rumcsi.org,40.6224376,-74.075502,,,1,1,,,,,,,,,1,1,1,,,1,
Childrens Aid Society,(CAS) School Based Clinic IS 218,4600 Broadway,IS218,New York,10040,212-569-2859,http://childrensaidsociety.org,40.86082,-73.930066,,1,,1,,,1,,,,1,1,1,,,,,,
Samaritan Daytop Village Inc IR,Residential Drug Free Program,8883 Van Wyck Expressway,,Jamaica,11435,718-657-8010x8714,http://www.samaritanvillage.org,40.7009837,-73.815238,1,,1,1,,1,,,,,,,1,1,,1,,,1
Neighborhood Counseling Center Inc,Dyker Heights Clinic,7701 13th Avenue,,Brooklyn,11228,718-232-1351,,40.618939,-74.008558,,,1,1,1,1,,,,,,1,1,1,1,1,,,
Argus Community Inc,Harbor House MICA Treatment Program,402 East 156th Street,,Bronx,10455,718-993-2376-7157,http://www.arguscommunity.org,40.8208065745942,-73.9155148959343,,,1,1,1,1,,,,,,,,1,,,,,1
Child Center of NY Inc,The Asian Outreach Program OP,81-14 Queens Boulevard,Ground Floor,Elmhurst,11373,718-899-9810-200,http://www.childcenterny.org,40.737222,-73.881749,,,,1,1,1,,,,,,1,,,,1,,,
Child Center of NY Inc,The Asian Outreach Program OP,81-14 Queens Boulevard,,Elmhurst,11373,718-899-9810x200,http://www.childcenterny.org,40.737222,-73.881749,,,,1,1,1,,,,,,1,,,,1,,,
Beth Israel Medical Center,MMTP Clinic 1,1825 Park Avenue,8th Floor,New York,10035,212-774-3210,http://www.wehealny.org,40.8049229696793,-73.9389014636524,,,1,1,1,1,,,1,,,,1,1,1,,,,
Saint Barnabas Hospital,Chemical Dependency Outpatient Service,4451 3rd Avenue,,Bronx,10457,718-960-6314,http://www.sbhny.org,40.807764,-73.929592,1,,,1,,1,1,1,,1,1,,1,1,1,1,1,,
RUMC Silberstein Clinic Med Sup OP,,427 Forest Avenue,,Staten Island,10301,718-876-2362,http://www.rumcsi.org,40.6308180326411,-74.1035909849197,1,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,
Community Healthcare Network,Caribbean House Health Center,1167 Nostrand Avenue,,Brooklyn,11225,718-778-0198,http://www.chnnyc.org,40.658971,-73.950167,,,1,1,,1,,,,,,,1,1,1,1,,,
South Beach Psychiatric Center,Bensonhurst OP Clinic,8620 18th Avenue,,Brooklyn,11214,718-256-8818,,40.6069052,-74.0034547,,,1,1,,1,,,,,,,1,1,1,,,,
NYC/HHC Kings County Hospital Center,Behavioral Health Services,410 Winthrop Street,Building R,Brooklyn,11203,718-245-8814,http://www.nyc.gov/kchc,40.6573152,-73.9465676,,,1,1,,1,,,,,,1,1,1,1,1,,1,
Beth Israel Medical Center,MMTP Gouverneur Clinic,109 Delancy Street,,New York,10002,212-614-2840-2594,http://www.mountsinaibethisrealopiodtreatment.org,40.7183523,-73.9886577,1,,1,1,,1,,1,1,1,1,1,1,1,,,1,,
Interborough Developmental and,Consultation Ctr Inc/Canarsie Csl Ctr,9413 Flatlands Avenue,,Brooklyn,11236,718-272-1600,http://www.interborough.org,40.642495,-73.903076,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Services for the UnderServed,SUS/Wellness Works Mental Hlth Clinic,1125 Fulton Street,2nd Floor,Brooklyn,11238,347-226-9025,http://www.sus.org,40.681565,-73.956668,,1,1,1,,1,1,1,,,1,,,1,1,,1,,
LSA Recovery Inc,,1300 Avenue P,Upper Level,Brooklyn,11229,718-954-3800,,40.609963,-73.960194,1,,1,1,,1,,,,,,,1,1,,1,,,
Odyssey House Inc,Manor Family Center Program,219 East 121st Street,,New York,10035,212-987-5128,http://www.odysseyhouseinc.org,40.800883,-73.936481,1,1,1,1,1,,,,1,1,1,,,1,1,,,,1
Lower Eastside Service Center,Short Stay Methadone Residence,7 Gouverneur Slip East,,New York,10002,212-566-7590,http://www.lesc.org,40.710978,-73.983033,1,,1,1,,,,,1,,,,1,1,1,,,1,1
Kaleidoscope Clinic OTP,,119-121 West 124th Street,"B, 2nd and 3rd Floors",New York,10027,212-932-2810,http://www.startny.org,40.8076669,-73.9467981,1,,1,1,,1,,,,,1,,1,1,,1,,,
Staten Island University Hospital,(SIUH) Partial Hospitalization Program,450 Seaview Avenue,Lower Level,Staten Island,10305,718-226-9000-6552,http://www.nshs.edu,40.5839973,-74.0877946,,,1,1,,1,,,,,,,1,1,1,,,,
Payne Whitney Manhattan/CDTP,,425 East 61st Street,PH 13,New York,10065,212-821-0883,http://www.nyp.org,40.760468,-73.959247,,1,1,1,,,,,,,,,1,1,,,,,
Harlem East Life Plan Unit I OTP,,2367-2369 Second Avenue,1st and 2nd Floors,New York,10035,212-876-2300-107,http://www.harlemeastlifeplan.com,40.800674,-73.935513,1,,,1,,,1,,1,1,,,1,1,,,,,
Community Access,East Village Access,242 East 2nd Street,,New York,10009,212-780-9008-7204,http://communityaccess.org,40.721568,-73.981787,,,1,1,,1,,,,,,,,1,1,,,,
Safe Horizon Inc,Safe Horizon Counseling Center,50 Court Street,Suite 901,Brooklyn,11201,347-328-8110,http://www.safehorizon.org,40.69242,-73.991328,,,1,1,,1,,,,,,1,1,1,1,1,,,
Odyssey House Inc,Family ReEntry Program,1328 Clinton Avenue,,Bronx,10456,718-378-8995,http://www.odysseyhouseinc.org,40.8320012546439,-73.9002221023826,1,,1,1,1,1,,,,,,1,1,1,1,,,,1
Bronx Outreach Center OP,,900 Arnow Avenue,,Bronx,10469,718-518-9007-2100,http://daytop.org,40.867598,-73.861054,1,,,1,,1,,,,,,1,,1,,1,,,
HeartShare Saint Vincents Services SVS,Outpatient Chemical Dependency Program,66 Boerum Place,,Brooklyn,11201,718-522-6011x3460,,40.6896912,-73.9906588,1,,1,1,,,,,,,,1,,1,,,,,
Inwood Community Services Inc,Get Centered Mental Health Clinic,651 Academy Street,,New York,10034,212-942-0043,http://www.inwoodcommunityservices.org,40.8661828,-73.924522,,,,1,,1,,,,,,1,1,1,1,,,,
Saint Barnabas Hospital,Methadone Treatment Clinic,4535-39 3rd Avenue,,Bronx,10458,718-960-6214,,40.854482,-73.8909429,1,,1,1,,1,1,,1,1,1,,1,1,,1,,,
Mount Sinai Adolescent Health Center,,312 East 94th Street,,New York,10128,212-423-2900,http://Teenhealthcare.org,40.782471,-73.9472835,,,,1,,1,1,,,1,,1,1,,,1,,,
YMCA of Greater New York,Staten Island Counseling Center North,285 Vanderbilt Avenue,,Staten Island,10304,718-981-4382-1513,,40.6185416,-74.0808698,1,,,1,,1,1,1,1,1,1,1,,1,,1,1,,
Smaritan Daytop Village Inc OTP 1,,447-479 Willis Avenue,,Bronx,10455,718-292-4640x299,,40.8140086,-73.9197053,1,,,1,,,,,,,,,1,1,,,,,
NYC/HHC Gouverneur Hosp D T Ctr SNF,Sylvia Del Villard CDTP,540 East 13th Street,,New York,10009,212-387-7400,http://www.clementecenter.org/services.html,40.72894,-73.979264,,,,1,,1,,,,,,1,1,1,1,1,,,
Coney Island Hospital,Department of Behavioral Health,2601 Ocean Parkway,,Brooklyn,11235,718-616-5310,http://www.coneyislandhospital.com/,40.585492,-73.965584,,,1,1,,1,,,,,,1,1,1,1,1,,1,
JASA,Geriatric Mental Health Outreach Servs,1 Fordham Plaza,Room 908,Bronx,10458,718-365-4044,http://www.jasa.org,40.86064,-73.890228,,1,1,1,1,1,1,1,,1,1,,,,1,1,1,,
SCAN/NY Making Choices Treatment Ctr,Chemical Dependency Outpatient,1377 Jerome Avenue,,Bronx,10452,212-289-8030,http://www.scanny.org,40.839932,-73.918453,1,1,,1,1,1,,,1,,1,1,1,1,,1,,,
Montefiore Medical Center,New Directions Recovery Center,2058 Jerome Avenue,3rd Floor,Bronx,10453,917-564-8780,http://www.montefiore.org/psychiatry-services-substance-abuse-treatment,40.854042,-73.906723,1,,,1,,1,,,,,,,1,1,,1,,,
New York Presbyterian Hospital,School Based Clinic PS 173,306 4th Washington Avenue,Room 364,New York,10033,212-927-7850,http://www.nyp.org,40.84562,-73.939738,,1,,1,,1,1,,,,,1,,,,1,1,,
Institute for Community Living Inc,ICL Rockaway Parkway Center,1310 Rockaway Parkway,,Brooklyn,11236,718-272-3000,http://www.iclinc.net/,40.631437,-73.887138,,1,1,1,1,,,,,,,1,1,1,1,1,,,
Kingsboro Psychiatric Center,Williamsburg Clinic,10 Manhattan Avenue,,Brooklyn,11206,718-388-3075,,40.702394,-73.943962,,,1,1,,1,,,,,,,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Boro Park Counseling Center,1273 53rd Street,,Brooklyn,11219,718-435-5700,,40.633017,-73.994805,,1,1,1,1,1,,,,,,1,1,1,1,,,,
START Treatment and Recovery Centers,Fort Greene Clinic OTP,937 Fulton Street,2nd and 3rd Floors,Brooklyn,11238,718-789-1212,http://www.startny.org,40.683511,-73.965609,1,,1,1,,1,,,,1,,,1,1,,1,,,
Upper Manhattan Mental Health Center,ABLE Halfway House/SA,2009 3rd Avenue,,New York,10029,212-348-4660,http://www.bowencsc.org,40.794247,-73.942381,1,,,1,,,,,,,,,1,1,,,,,1
Bliss Poston the Second Wind,Chemical Dependency Outpatient,246 5th Avenue,Suite 500,New York,10001,212-481-1055-11,http://www.thesecondwind.com,40.744752,-73.987813,,,1,1,,1,,,,,,,1,1,1,,,,
Jewish Board of Family/Childrens Servs,Manhattan Day Treatment Center,610 East 12th Street,,New York,10009,212-375-0163,http://jbfcs.org,40.727726,-73.978382,,1,,1,1,,,,,,1,1,,,,,,,
TRI Center Inc,Drug Abuse Treatment/New York,2488 Grand Concourse Street,,Bronx,10458,718- 584-7204,http://www.tricenter.com,40.862136049262,-73.8971348568778,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,
Staten Island University Hospital,Methadone Treatment Clinic,425 Coney Island Avenue,1st Floor,Brooklyn,11218,718-306-5125,,40.647215,-73.970747,1,,,1,,1,,,,1,,,1,1,1,,,,
Greenwich House Inc,Greenwich House East OTP,190 Mercer Street,4th Floor,New York,10012,212-677-3400,http://www.greenwichhouse.org,40.726197,-73.997144,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,
Park Slope Ctr for Mental Health Inc,,348 13th Street,Suite 203,Brooklyn,11215,718-788-2461,http://www.parkslopecenter.org,40.6650742,-73.9853004,,,1,1,,1,,,,,,1,1,1,1,1,,,
Richmond University Medical center,Bayley Seton Saint George Clinic,75 Vanderbilt Avenue,Building 1,Staten Island,10304,917-613-2645,http://www.rumcsi.org,40.6224376,-74.075502,,,1,1,,1,,,,,,,1,1,1,1,,,
Success Counseling Servs,CD Outpt Servs,1015-1017 Ogden Avenue,,Bronx,10452,718-538-6112,http://www.success-counseling.com,40.833461,-73.929307,,,1,1,1,,1,1,,1,1,,1,1,1,1,1,,
Long Island Consultation Center Inc,,91-31 Queens Boulevard,2nd Floor,Elmhurst,11373,718-896-3400x38,http://www.longislandconsultationcenter.com,40.7336569,-73.8693423,,1,1,1,,1,,,,,1,,,1,,1,,,
Community Health Action of,Staten Island,56 Bay Street,6th Floor,Staten Island,10301,718-808-1439,http://www.chasiny.org,40.6407422975052,-74.0757511338628,1,1,,1,1,1,1,,1,1,,1,1,1,1,,1,,
Lower Eastside Service Center,DRS/Substance Abuse Outpatient Clinic,46 East Broadway,6th Floor,New York,10002,212-343-3520,http://www.lesc.org,40.7138145,-73.995871,1,,,1,,,,,,,,,1,1,,,,,
Phoenix House,Long Island City Residental,34-11 Vernon Boulevard,,Astoria,11106,718-726-8484x3553,http://www.phoenixhouse.org,40.765017,-73.9402379,1,,,1,,1,,,,,1,,1,1,,,,,1
NY Psychotherapy and Counseling Center,Sanford Home for Adults Clinic,140-40 Sanford Avenue,,Flushing,11355,718-939-7160,http://www.nypcc.org,40.757298,-73.825586,,,,1,,,1,,,1,,,1,1,1,,,,
Housing Plus Solutions Inc,,755 Liberty Avenue,,Brooklyn,11208,347-529-2403,,40.676773,-73.881738,1,1,,,,,,1,,1,1,,1,1,1,,1,,
Saint Barnabas Hospital,Department of Psychiatry,4422 3rd Avenue,,Bronx,10457,718-960-9000,,40.85253,-73.89149,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Mt Sinai Beth Israel OTP,MMTP Clinic,26 Avenue A,,New York,10009,212-420-2078,http://www.wehealny.org,40.7231277,-73.985333,1,,,1,,,,,,,,,1,1,,,,,
Harlem Hospital Center,Behavioral Health/Psychiatry,506 Lenox Avenue,,New York,10037,212-939-1000,http://www.nyc.gov/html/hhc/harlem/html/services/mental-health.shtml,40.8141351,-73.9397616,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
Ohel Childrens Home Family Servs Inc,Ohel Tikvah Clinic,2925 Kings Highway,Suite A,Brooklyn,11229,718-382-0045,http://ohelfamily.org,40.616254,-73.945283,,1,1,1,1,1,,,,,1,1,1,1,1,,,,
One World Counseling LLC,,1670 East 17th Street,3rd Floor,Brooklyn,11229,718-233-2533-1,http://www.oneworldcounseling.org,40.608945,-73.956715,,,,1,,1,,1,1,,1,,1,1,1,1,1,,
SAFE Foundation Inc,OP,255 Avenue West,,Brooklyn,11223,866-569-7233x315,http://www.thesafefoundation.org,40.592559,-73.973576,1,,,1,,1,,,,,,1,,1,,,,,
Addicts Rehabilitation Center Fund Inc,Addicts Residential Rehabilitation IR1,2015-25 Madison Avenue,,New York,10035,212-427-6960,http://www.arcfoundationinc.org,40.807724,-73.938813,1,,1,1,1,1,1,1,,1,1,,1,1,,,1,,1
START Treatment and Recovery Centers,Clinic 23/Third Horizon Clinic,2195 3rd Avenue,,New York,10035,212-348-5650,http://www.startny.org,40.800167,-73.938018,1,,,1,,,,,,,1,,1,1,,,,,
Long Island Jewish Medical Center,Chemical Dependency Outpatient,1600 Central Avenue,2nd Floor,Far Rockaway,11691,718-868-1400x12331,http://www.healthyrockaway.org,40.605379,-73.752348,,,1,1,,1,,,,,1,1,,1,,1,,,
South Beach Addiction Treatment Center,Addiction Inpatient Rehab Program,777 Seaview Avenue,South Beach Psychiatric Ctr Building 3,Staten Island,10305,718-667-5202,http://www.oasas.ny.gov,40.582822,-74.078663,1,1,1,1,1,1,,,,,,,1,1,1,1,,,1
Richmond University Medical Center,Behavioral Health,355 Bard Avenue,,Staten Island,10310,718-818-6300,http://www.rumcsi.org,40.635877,-74.105557,,,1,1,,1,,,,1,,1,1,1,1,,,1,
Richmond University Medical Center,Behavioral Health,75 Vanderbilt Avenue,Bayley Seton Campus,Staten Island,10304,718-818-5692,,40.622576,-74.075613,,1,1,1,,1,,,,1,,1,1,1,,,,1,
Bronx Psychiatric Center,Inpatient Services,1500 Waters Place,,Bronx,10461,718-931-0600,,40.84783,-73.839673,,,1,1,,1,,,,,,,1,1,1,1,,1,
Samaritan Daytop Village,Independence OTP,2778 Third Avenue,,Bronx,10455,718-402-9000x117,http://www.narcofreedom.com,40.8148779,-73.919391,1,,1,1,,,,,,1,1,,1,1,,,,,
Amethyst House Inc,CD Community Residence,280 Richmond Terrace,,Staten Island,10301,718-448-1900,,40.647617,-74.082614,1,,1,1,1,1,,,,,,,1,1,,,,,1
Montefiore Medical Center,Wellness Center at Melrose OTP,260 East 161st Street,C Level Basment,Bronx,10451,718-993-3397,http://montefiore.org,40.8254821,-73.9189897,1,,1,1,,1,,,1,1,,,1,1,,,,,
New York City Childrens Center,Upper/Middle/Day Trt/IDT,7403 Commonwealth Boulevard,,Bellerose,11426,718-264-4579,http://omh.ny.gov,40.7453715,-73.7259795,,,,1,,1,,,,,,1,1,,,,,,
Brooklyn Community Services,Metro Club PROS,25 Chapel Street,,Brooklyn,11201,718-596-8960,http://www.wearebcs.org,40.6973327,-73.9860515,,,1,1,,,,,,,,,1,1,1,,,,
Community Counseling and Mediation Inc,Youth and Family Consultation Center,1 Hoyt Street,Floor 7,Brooklyn,11201,718-802-0666,http://ccmnyc.org,40.690248,-73.984999,,,1,1,,1,,,,,,1,1,1,1,,,,
South Beach Psychiatric Center,Oceanview Lodge Clinic,777 Seaview Avenue,Building 1 2nd Floor,Staten Island,10305,718-667-2536,,40.582822,-74.078663,,,1,1,,1,,,,,,,1,1,1,,,,
Saint Barnabas Hospital,Fordham/Tremont South,326 East 149th Street,,Bronx,10451,718-402-6380,http://www.saintbarnabashospital.org,40.816442,-73.920694,,,1,1,,1,,,,,,,1,1,1,1,,,
Mount Sinai West,Addiction Institute IP,1000 10th Avenue,Floor 9,New York,10019,212-523-8939,http://www.addictioninstituteny.org,40.7697168,-73.9868805,1,,,,,,1,,,,,,1,1,,,,1,1
Staten Island YMCA Cnsling Service OP,,3911 Richmond Avenue,,Staten Island,10312,718-948-3232,http://www.ymcanyc.org/counseling,40.5430688,-74.1635408,,,1,1,,1,1,,1,,,1,1,1,,1,,,
Jewish Board of Family/Childrens Servs,Manhattan West Counseling Center,135 West 50th Street,6th Floor,New York,10020,212-632-4700,,40.7609674,-73.9823785,,,1,1,,1,1,,,,,1,1,1,1,1,,,
NYC/HHC Gouverneur Hosp D T C SN,Dept of Behavioral Health,227 Madison Street,5th Floor Ambulatory Care Pavillion,New York,10002,212-238-7350,,40.7132144,-73.9878125,,,1,1,,1,,,,,,,,1,1,,,,
Kings County Hospital Center,Outpatient Program,451 Clarkson Avenue,R Building 2nd Floor,Brooklyn,11203,718-245-4878,,40.6565661,-73.9463153,1,,1,1,,,1,1,1,1,1,,1,1,,,1,,
Karen Horney Clinic Inc,,329 East 62nd Street,,New York,10065,212-838-4333,http://karenhorneyclinic.org,40.762253,-73.961708,,,1,1,,1,,,,,,1,1,1,1,,,,
Health and Hospitals/Kings,Kings City Hosp Child/Adol Clinic,451 Clarkson Avenue,R Building 7th Floor,Brooklyn,11203,718-245-2520,,40.6567192,-73.9461696,,,,1,,1,,,,,,1,,,,1,,,
Beverley Mack Harry Consulting Svs Inc,Family Access to Counseling Eval Servs,738 Crown Street,Floor 1,Brooklyn,11213,718-363-0100,http://www.bmhtherapy.org/,40.66505,-73.933196,,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,
ICL Inc,Lewis Avenue,44 Lewis Avenue,,Brooklyn,11206,718-452-6714,http://www.iclinc.net,40.696385,-73.938032,,,1,1,,1,1,1,,1,,,,1,1,1,1,,1
Interborough Developmental and,Consultation Ctr/Williamsburg Clinic,790 Broadway,Floor 1,Brooklyn,11206,718-388-5175,http://www.interborough.org,40.6996783,-73.9407661,,,1,1,,1,,,,,,1,1,1,1,1,,,
Hamilton Madison House Inc,Asian American Behavioral Health Servs,253 South Street,,New York,10002,212-720-4520,http://www.hamiltonmadisonhouse.org/,40.71015,-73.990403,,,1,1,,1,,,,,,1,1,1,1,1,,,
New York Therapeutic Communities Inc,Serendipity II,944 Bedford Avenue,,Brooklyn,11205,(718) 802-0572 23,http://www.staynout.org,40.6924408,-73.95599,1,,1,1,,1,,,,1,,,1,1,,,,,1
